counter,red_count,green_count,blue_count,total_count,red_value,green_value,blue_value,total_value
773,2,0,0,2,10,0,0,10
774,2,0,0,2,10,0,0,10
775,2,0,0,2,10,0,0,10
776,2,0,0,2,10,0,0,10
777,2,0,0,2,10,0,0,10
778,2,0,0,2,10,0,0,10
779,2,0,0,2,10,0,0,10
780,2,0,0,2,10,0,0,10
781,2,0,0,2,10,0,0,10
782,2,0,0,2,10,0,0,10
783,2,0,0,2,10,0,0,10
784,2,0,0,2,10,0,0,10
785,2,0,0,2,10,0,0,10
786,2,0,0,2,10,0,0,10
787,2,0,0,2,10,0,0,10
788,2,0,0,2,10,0,0,10
789,2,0,0,2,10,0,0,10
790,2,0,0,2,10,0,0,10
791,2,0,0,2,10,0,0,10
792,2,0,0,2,10,0,0,10
793,2,0,0,2,10,0,0,10
794,2,0,0,2,10,0,0,10
795,2,0,0,2,10,0,0,10
796,2,0,0,2,10,0,0,10
797,2,0,0,2,10,0,0,10
798,2,0,0,2,10,0,0,10
799,2,0,0,2,10,0,0,10
800,2,0,0,2,10,0,0,10
801,2,0,0,2,10,0,0,10
802,2,0,0,2,10,0,0,10
803,2,0,0,2,10,0,0,10
804,2,0,0,2,10,0,0,10
805,2,0,0,2,10,0,0,10
806,2,0,0,2,10,0,0,10
807,2,0,0,2,10,0,0,10
808,2,0,0,2,10,0,0,10
809,2,0,0,2,10,0,0,10
810,2,0,0,2,10,0,0,10
811,2,0,0,2,10,0,0,10
812,2,0,0,2,10,0,0,10
813,2,0,0,2,10,0,0,10
814,2,0,0,2,10,0,0,10
815,2,0,0,2,10,0,0,10
816,2,0,0,2,10,0,0,10
817,2,0,0,2,10,0,0,10
818,2,0,0,2,10,0,0,10
819,2,0,0,2,10,0,0,10
820,2,0,0,2,10,0,0,10
821,2,0,0,2,10,0,0,10
822,2,0,0,2,10,0,0,10
823,2,0,0,2,10,0,0,10
824,2,0,0,2,10,0,0,10
825,2,0,0,2,10,0,0,10
826,2,0,0,2,10,0,0,10
827,2,0,0,2,10,0,0,10
828,2,0,0,2,10,0,0,10
829,2,0,0,2,10,0,0,10
830,2,0,0,2,10,0,0,10
831,2,0,0,2,10,0,0,10
832,2,0,0,2,10,0,0,10
833,2,0,0,2,10,0,0,10
834,2,0,0,2,10,0,0,10
835,2,0,0,2,10,0,0,10
836,2,0,0,2,10,0,0,10
837,2,0,0,2,10,0,0,10
838,2,0,0,2,10,0,0,10
839,2,0,0,2,10,0,0,10
840,2,0,0,2,10,0,0,10
841,2,0,0,2,10,0,0,10
842,2,0,0,2,10,0,0,10
843,2,0,0,2,10,0,0,10
844,2,0,0,2,10,0,0,10
845,2,0,0,2,10,0,0,10
846,2,0,0,2,10,0,0,10
847,2,0,0,2,10,0,0,10
848,2,0,0,2,10,0,0,10
849,2,0,0,2,10,0,0,10
850,2,0,0,2,10,0,0,10
851,2,0,0,2,10,0,0,10
852,2,0,0,2,10,0,0,10
853,2,0,0,2,10,0,0,10
854,2,0,0,2,10,0,0,10
855,2,0,0,2,10,0,0,10
856,2,0,0,2,10,0,0,10
857,2,0,0,2,10,0,0,10
858,2,0,0,2,10,0,0,10
859,2,0,0,2,10,0,0,10
860,2,0,0,2,10,0,0,10
861,2,0,0,2,10,0,0,10
862,2,0,0,2,10,0,0,10
863,2,0,0,2,10,0,0,10
864,2,0,0,2,10,0,0,10
865,2,0,0,2,10,0,0,10
866,2,0,0,2,10,0,0,10
867,2,0,0,2,10,0,0,10
868,2,0,0,2,10,0,0,10
869,2,0,0,2,10,0,0,10
870,2,0,0,2,10,0,0,10
871,2,0,0,2,10,0,0,10
872,2,0,0,2,10,0,0,10
873,2,0,0,2,10,0,0,10
874,2,0,0,2,10,0,0,10
875,2,0,0,2,10,0,0,10
876,2,0,0,2,10,0,0,10
877,2,0,0,2,10,0,0,10
878,2,0,0,2,10,0,0,10
879,2,0,0,2,10,0,0,10
880,2,0,0,2,10,0,0,10
881,2,0,0,2,10,0,0,10
882,2,0,0,2,10,0,0,10
883,2,0,0,2,10,0,0,10
884,2,0,0,2,10,0,0,10
885,2,0,0,2,10,0,0,10
886,2,0,0,2,10,0,0,10
887,2,0,0,2,10,0,0,10
888,2,0,0,2,10,0,0,10
889,2,0,0,2,10,0,0,10
890,2,0,0,2,10,0,0,10
891,2,0,0,2,10,0,0,10
892,2,0,0,2,10,0,0,10
893,2,0,0,2,10,0,0,10
894,2,0,0,2,10,0,0,10
895,2,0,0,2,10,0,0,10
896,2,0,0,2,10,0,0,10
897,2,0,0,2,10,0,0,10
898,2,0,0,2,10,0,0,10
899,2,0,0,2,10,0,0,10
900,2,0,0,2,10,0,0,10
901,2,0,0,2,10,0,0,10
902,2,0,0,2,10,0,0,10
903,2,0,0,2,10,0,0,10
904,2,0,0,2,10,0,0,10
905,2,0,0,2,10,0,0,10
906,2,0,0,2,10,0,0,10
907,2,0,0,2,10,0,0,10
908,2,0,0,2,10,0,0,10
909,2,0,0,2,10,0,0,10
910,2,0,0,2,10,0,0,10
911,2,0,0,2,10,0,0,10
912,2,0,0,2,10,0,0,10
913,2,0,0,2,10,0,0,10
914,2,0,0,2,10,0,0,10
915,2,0,0,2,10,0,0,10
916,2,0,0,2,10,0,0,10
917,2,0,0,2,10,0,0,10
918,2,0,0,2,10,0,0,10
919,2,0,0,2,10,0,0,10
920,2,0,0,2,10,0,0,10
921,2,0,0,2,10,0,0,10
922,2,0,0,2,10,0,0,10
923,2,0,0,2,10,0,0,10
924,2,0,0,2,10,0,0,10
925,2,0,0,2,10,0,0,10
926,2,0,0,2,10,0,0,10
927,2,0,0,2,10,0,0,10
928,2,0,0,2,10,0,0,10
929,2,0,0,2,10,0,0,10
930,2,0,0,2,10,0,0,10
931,2,0,0,2,10,0,0,10
932,2,0,0,2,10,0,0,10
933,2,0,0,2,10,0,0,10
934,2,0,0,2,10,0,0,10
935,2,0,0,2,10,0,0,10
936,2,0,0,2,10,0,0,10
937,2,0,0,2,10,0,0,10
938,2,0,0,2,10,0,0,10
939,2,0,0,2,10,0,0,10
940,2,0,0,2,10,0,0,10
941,2,0,0,2,10,0,0,10
942,2,0,0,2,10,0,0,10
943,2,0,0,2,10,0,0,10
944,2,0,0,2,10,0,0,10
945,2,0,0,2,10,0,0,10
946,2,0,0,2,10,0,0,10
947,2,0,0,2,10,0,0,10
948,2,0,0,2,10,0,0,10
949,2,0,0,2,10,0,0,10
950,2,0,0,2,10,0,0,10
951,2,0,0,2,10,0,0,10
952,2,0,0,2,10,0,0,10
953,2,0,0,2,10,0,0,10
954,2,0,0,2,10,0,0,10
955,2,0,0,2,10,0,0,10
956,2,0,0,2,10,0,0,10
957,2,0,0,2,10,0,0,10
958,2,0,0,2,10,0,0,10
959,2,0,0,2,10,0,0,10
960,2,0,0,2,10,0,0,10
961,2,0,0,2,10,0,0,10
962,2,0,0,2,10,0,0,10
963,2,0,0,2,10,0,0,10
964,2,0,0,2,10,0,0,10
965,2,0,0,2,10,0,0,10
966,2,0,0,2,10,0,0,10
967,2,0,0,2,10,0,0,10
968,2,0,0,2,10,0,0,10
